   0.0000000000000000        5.0000000745058060E-002   0.0000000000000000        0.0000000000000000        2.5000000745058065E-003
   1.0000000474974513E-003   4.9999750745034308E-002  -5.0000002374872565E-004   2.5000002747401686E-008   2.4999750745655588E-003
   2.0000000949949026E-003   4.9999000746213065E-002  -9.9999754749713213E-004   9.9999510990136707E-008   2.4999000756198149E-003
   3.0000001424923539E-003   4.9997750753594319E-002  -1.4999875712570819E-003   2.2499627474527766E-007   2.4997750804185413E-003
   4.0000001899898052E-003   4.9996000777178022E-002  -1.9999650950904366E-003   3.9998604411826641E-007   2.4996000937115852E-003
   5.0000002374872565E-003   4.9993750831964029E-002  -2.4999251191590581E-003   6.2496256945291096E-007   2.4993751222485041E-003
   6.0000002849847078E-003   4.9991000937951953E-002  -2.9998626437748063E-003   8.9991760156137411E-007   2.4991001747783131E-003
   7.0000003324821591E-003   4.9987751120140977E-002  -3.4997726694495374E-003   1.2248408920341454E-006   2.4987752620491553E-003
   8.0000003799796104E-003   4.9984001408529675E-002  -3.9996501969450995E-003   1.5997201936299856E-006   2.4984003968078965E-003
   9.0000004274770617E-003   4.9979751838115698E-002  -4.4994902273233260E-003   2.0245412607458269E-006   2.4979755937996296E-003
   1.0000000474974513E-002   4.9975002448895453E-002  -4.9992877619960277E-003   2.4992878499666156E-006   2.4975008697671066E-003
   1.1000000522471964E-002   4.9969753285863748E-002  -5.4990378027749785E-003   3.0239417206950686E-006   2.4969762434500910E-003
   1.2000000569969416E-002   4.9964004399013343E-002  -5.9987353519219012E-003   3.5984826358613264E-006   2.4964017355846246E-003
   1.3000000617466867E-002   4.9957755843334492E-002  -6.4983754121984462E-003   4.2228883627124722E-006   2.4957773689022215E-003
   1.4000000664964318E-002   4.9951007678814413E-002  -6.9979529869161660E-003   4.8971346736818810E-006   2.4951031681289763E-003
   1.5000000712461770E-002   4.9943759970436714E-002  -7.4974630799864855E-003   5.6211953473383802E-006   2.4943791599845969E-003
   1.6000000759959221E-002   4.9936012788180766E-002  -7.9969006959706660E-003   6.3950421694151653E-006   2.4936053731813529E-003
   1.7000000807456672E-002   4.9927766207021024E-002  -8.4962608401297612E-003   7.2186449339184370E-006   2.4927818384229503E-003
   1.8000000854954123E-002   4.9919020306926312E-002  -8.9955385184745714E-003   8.0919714443157374E-006   2.4919085884033214E-003
   1.9000000902451575E-002   4.9909775172859050E-002  -9.4947287378155838E-003   9.0149875148038913E-006   2.4909856578053378E-003
   2.0000000949949026E-002   4.9900030894774405E-002  -9.9938265058129097E-003   9.9876569716565513E-006   2.4900130832994400E-003
   2.1000000997446477E-002   4.9889787567619456E-002  -1.0492826831026212E-002   1.1009941654651270E-005   2.4889909035421967E-003
   2.2000001044943929E-002   4.9879045291332233E-002  -1.0991724722964625E-002   1.2081801418576045E-005   2.4879191591747722E-003
   2.3000001092441380E-002   4.9867804170840753E-002  -1.1490515192136666E-002   1.3203194134815274E-005   2.4867978928213223E-003
   2.4000001139938831E-002   4.9856064316062022E-002  -1.1989193250100127E-002   1.4374075693015061E-005   2.4856271490873130E-003
   2.5000001187436283E-002   4.9843825841900918E-002  -1.2487753909511973E-002   1.5594400002827824E-005   2.4844069745577498E-003
   2.6000001234933734E-002   4.9831088868249100E-002  -1.2986192184178220E-002   1.6864118995736103E-005   2.4831374177953394E-003
   2.7000001282431185E-002   4.9817853519983815E-002  -1.3484503089103797E-002   1.8183182626955518E-005   2.4818185293385637E-003
   2.8000001329928637E-002   4.9804119926966685E-002  -1.3982681640542408E-002   1.9551538877416800E-005   2.4804503616996801E-003
   2.9000001377426088E-002   4.9789888224042421E-002  -1.4480722856046369E-002   2.0969133755826810E-005   2.4790329693626383E-003
   3.0000001424923539E-002   4.9775158551037514E-002  -1.4978621754516449E-002   2.2435911300808467E-005   2.4775664087809228E-003
   3.1000001472420990E-002   4.9759931052758867E-002  -1.5476373356251679E-002   2.3951813583119516E-005   2.4760507383753162E-003
   3.2000001519918442E-002   4.9744205878992337E-002  -1.5973972682999160E-002   2.5516780707949993E-005   2.4744860185315757E-003
   3.3000001567415893E-002   4.9727983184501293E-002  -1.6471414758003847E-002   2.7130750817298382E-005   2.4728723115980435E-003
   3.4000001614913344E-002   4.9711263129025102E-002  -1.6968694606058338E-002   2.8793660092426296E-005   2.4712096818831704E-003
   3.5000001662410796E-002   4.9694045877277521E-002  -1.7465807253552616E-002   3.0505442756391632E-005   2.4694981956529631E-003
   3.6000001709908247E-002   4.9676331598945099E-002  -1.7962747728523805E-002   3.2266031076660036E-005   2.4677379211283513E-003
   3.7000001757405698E-002   4.9658120468685500E-002  -1.8459511060705897E-002   3.4075355367794688E-005   2.4659289284824819E-003
   3.8000001804903150E-002   4.9639412666125787E-002  -1.8956092281579455E-002   3.5933343994224161E-005   2.4640712898379292E-003
   3.9000001852400601E-002   4.9620208375860626E-002  -1.9452486424421319E-002   3.7839923373088360E-005   2.4621650792638291E-003
   4.0000001899898052E-002   4.9600507787450510E-002  -1.9948688524354271E-002   3.9795017977162349E-005   2.4602103727729388E-003
   4.1000001947395504E-002   4.9580311095419841E-002  -2.0444693618396702E-002   4.1798550337858010E-005   2.4582072483186118E-003
   4.2000001994892955E-002   4.9559618499255040E-002  -2.0940496745512242E-002   4.3850441048303363E-005   2.4561557857917023E-003
   4.3000002042390406E-002   4.9538430203402567E-002  -2.1436092946659390E-002   4.5950608766499462E-005   2.4540560670173878E-003
   4.4000002089887857E-002   4.9516746417266888E-002  -2.1931477264841105E-002   4.8098970218554727E-005   2.4519081757519131E-003
   4.5000002137385309E-002   4.9494567355208442E-002  -2.2426644745154396E-002   5.0295440201996578E-005   2.4497121976792650E-003
   4.6000002184882760E-002   4.9471893236541484E-002  -2.2921590434839871E-002   5.2539931589160244E-005   2.4474682204077588E-003
   4.7000002232380211E-002   4.9448724285531938E-002  -2.3416309383331287E-002   5.4832355330654643E-005   2.4451763334665559E-003
   4.8000002279877663E-002   4.9425060731395166E-002  -2.3910796642305054E-002   5.7172620458905080E-005   2.4428366283021003E-003
   4.9000002327375114E-002   4.9400902808293713E-002  -2.4405047265729743E-002   5.9560634091772876E-005   2.4404491982744818E-003
   5.0000002374872565E-002   4.9376250755334979E-002  -2.4899056309915540E-002   6.1996301436251361E-005   2.4380141386537179E-003
   5.1000002422370017E-002   4.9351104816568875E-002  -2.5392818833563716E-002   6.4479525792238609E-005   2.4355315466159677E-003
   5.2000002469867468E-002   4.9325465240985369E-002  -2.5886329897816033E-002   6.7010208556386323E-005   2.4330015212396558E-003
   5.3000002517364919E-002   4.9299332282512064E-002  -2.6379584566304157E-002   6.9588249226024948E-005   2.4304241635015361E-003
   5.4000002564862370E-002   4.9272706200011639E-002  -2.6872577905199032E-002   7.2213545403164778E-005   2.4277995762726655E-003
   5.5000002612359822E-002   4.9245587257279330E-002  -2.7365304983260223E-002   7.4885992798572911E-005   2.4251278643143124E-003
   5.6000002659857273E-002   4.9217975723040278E-002  -2.7857760871885250E-002   7.7605485235925916E-005   2.4224091342737821E-003
   5.7000002707354724E-002   4.9189871870946894E-002  -2.8349940645158889E-002   8.0371914656038036E-005   2.4196434946801727E-003
   5.8000002754852176E-002   4.9161275979576133E-002  -2.8841839379902430E-002   8.3185171121164680E-005   2.4168310559400494E-003
   5.9000002802349627E-002   4.9132188332426725E-002  -2.9333452155722944E-002   8.6045142819381220E-005   2.4139719303330489E-003
   6.0000002849847078E-002   4.9102609217916399E-002  -2.9824774055062481E-002   8.8951716069036649E-005   2.4110662320074084E-003
   6.1000002897344530E-002   4.9072538929378982E-002  -3.0315800163247274E-002   9.1904775323282199E-005   2.4081140769754159E-003
   6.2000002944841981E-002   4.9041977765061515E-002  -3.0806525568536889E-002   9.4904203174674511E-005   2.4051155831087880E-003
   6.3000002992339432E-002   4.9010926028121279E-002  -3.1296945362173367E-002   9.7949880359853437E-005   2.4020708701339758E-003
   6.4000003039836884E-002   4.8979384026622816E-002  -3.1787054638430325E-002   1.0104168576429391E-004   2.3989800596273944E-003
   6.5000003087334335E-002   4.8947352073534831E-002  -3.2276848494662017E-002   1.0417949642713201E-004   2.3958432750105746E-003
   6.6000003134831786E-002   4.8914830486727130E-002  -3.2766322031352386E-002   1.0736318754606500E-004   2.3926606415452501E-003
   6.7000003182329237E-002   4.8881819588967437E-002  -3.3255470352164078E-002   1.1059263248232501E-004   2.3894322863283607E-003
   6.8000003229826689E-002   4.8848319707918204E-002  -3.3744288563987410E-002   1.1386770276572612E-004   2.3861583382869902E-003
   6.9000003277324140E-002   4.8814331176133346E-002  -3.4232771776989329E-002   1.1718826809978496E-004   2.3828389281732240E-003
   7.0000003324821591E-002   4.8779854331054959E-002  -3.4720915104662325E-002   1.2055419636691432E-004   2.3794741885589414E-003
   7.1000003372319043E-002   4.8744889515009951E-002  -3.5208713663873299E-002   1.2396535363368952E-004   2.3760642538305271E-003
   7.2000003419816494E-002   4.8709437075206662E-002  -3.5696162574912427E-002   1.2742160415618768E-004   2.3726092601835174E-003
   7.3000003467313945E-002   4.8673497363731388E-002  -3.6183256961541961E-002   1.3092281038539936E-004   2.3691093456171663E-003
   7.4000003514811397E-002   4.8637070737544918E-002  -3.6669991951045026E-002   1.3446883297271243E-004   2.3655646499289480E-003
   7.5000003562308848E-002   4.8600157558478976E-002  -3.7156362674274357E-002   1.3805953077546815E-004   2.3619753147089812E-003
